Name,Potential,Value,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Composure,Marking
D. Subašić,83,13000,190.5,185,11,10,13,24,13,11,24,57,26,19,51,54,42,78,37,24,75,32,80,14,31,20,15,65,14
K. Glik,83,19000,190.5,176,29,27,85,63,17,51,35,26,59,59,50,52,34,78,51,57,81,67,90,20,86,83,24,79,82
K. Strootman,83,21000,185.42,176,74,68,68,87,63,75,75,70,84,84,65,66,65,83,68,81,53,79,81,70,86,83,78,85,75
B. Dost,83,26000,195.58,196,38,87,94,73,85,68,61,30,37,74,49,54,32,85,32,82,51,82,92,72,70,39,89,81,38
Oscar,84,30500,177.8,146,74,76,54,86,63,78,77,75,82,84,75,72,86,81,80,80,64,76,38,77,43,45,79,75,66
M. Balotelli,83,27500,187.96,194,68,85,67,78,78,81,78,78,66,85,76,82,71,68,50,89,74,66,86,79,70,30,79,81,10
Luiz Gustavo,83,19000,187.96,172,63,48,72,79,54,68,42,60,77,73,65,64,65,83,62,80,76,85,81,73,88,83,53,79,82
Giuliano,83,26000,172.72,150,77,79,59,82,65,84,67,71,79,84,85,79,85,81,85,78,61,82,74,76,71,42,81,82,49
David Luiz,83,17500,187.96,190,68,55,81,77,63,66,70,76,77,79,59,62,69,75,56,79,78,66,79,73,85,85,54,77,79
R. Fährmann,84,20000,198.12,216,14,11,15,25,11,15,18,11,26,24,38,47,39,83,36,24,72,32,79,9,36,23,11,61,10
Juan Mata,83,24500,170.18,139,83,78,56,85,71,82,84,86,79,88,69,62,84,85,89,75,70,71,37,72,50,39,83,87,42
Adán,83,15500,190.5,203,12,11,23,34,15,12,11,12,43,15,56,54,55,77,51,25,71,32,77,12,41,20,11,63,20
Rui Patrício,83,16500,190.5,185,12,12,11,31,17,20,10,16,30,23,53,57,61,80,54,38,79,45,77,11,39,22,13,66,14
Y. Sommer,84,20000,182.88,174,13,13,10,40,8,15,12,13,31,25,48,54,55,80,58,23,73,45,68,12,38,21,15,57,9
Javi Martínez,83,20000,193.04,190,60,43,87,77,58,60,46,45,74,74,49,53,53,83,48,76,85,74,84,62,90,87,51,80,85
L. Bender,83,20000,185.42,179,69,59,78,79,57,72,49,47,74,75,66,67,65,83,63,74,77,86,76,71,79,86,69,83,88
Lucas Leiva,83,17500,177.8,172,63,62,72,82,59,77,74,47,81,78,67,67,78,82,80,77,82,80,67,66,80,87,66,86,82
S. Mandanda,83,13000,185.42,181,14,13,13,37,13,15,13,12,28,17,53,43,52,80,36,24,74,31,61,11,37,23,11,64,13
Cesc Fàbregas,83,22000,177.8,170,85,72,74,90,81,79,78,81,89,85,56,54,62,81,75,77,63,56,61,70,45,50,72,92,64
M. Dembélé,83,24000,185.42,181,65,66,70,86,73,89,65,55,80,89,72,72,79,83,76,81,75,70,89,70,79,82,70,90,75
F. Ribéry,83,11500,170.18,159,80,74,41,83,79,84,83,81,74,87,78,78,84,83,90,75,34,58,60,71,51,33,77,85,31
R. Jarstein,83,13000,190.5,181,18,13,16,34,16,11,10,14,34,23,40,46,35,76,45,21,59,31,70,18,34,19,15,55,12
D. De Rossi,83,8000,182.88,183,57,50,81,81,74,64,62,71,80,77,63,67,64,80,72,81,77,74,81,72,84,87,55,87,90
Pepe Reina,83,6000,187.96,203,11,14,13,19,11,10,11,11,22,23,50,63,50,82,60,24,73,34,72,15,32,22,13,64,20
J. Pavlenka,85,19500,195.58,179,11,16,14,28,19,12,10,14,17,19,35,37,39,78,27,21,36,20,68,17,22,13,14,39,12
Rodri,87,29000,190.5,181,63,64,75,83,59,77,65,54,80,82,70,66,69,79,72,70,69,86,75,76,63,80,75,78,71
Arthur,90,32500,170.18,161,70,72,58,85,63,82,68,60,80,83,68,70,79,81,86,76,83,78,62,74,73,75,77,84,65
G. Donnarumma,93,29000,195.58,198,12,12,12,34,8,28,12,14,24,28,46,54,64,74,38,24,72,34,72,18,30,26,14,68,20
Rosberto Dourado,82,16500,175.26,154,61,53,70,82,57,77,54,57,78,76,80,81,72,80,80,60,43,93,68,59,75,82,58,81,83
Juiano Mestres,82,6500,180.34,181,40,56,83,67,63,60,72,58,58,64,68,74,61,78,63,74,91,76,79,61,86,82,58,70,77
Raphaelito Anjos,82,14000,190.5,187,10,8,11,18,8,9,9,18,16,21,41,42,34,82,41,21,67,29,79,7,34,23,27,67,20
Gelson Martins,87,29500,172.72,159,81,66,51,78,74,85,82,60,55,83,95,94,94,83,92,72,65,87,48,69,60,43,82,85,54
Gonçalo Guedes,86,29000,177.8,150,76,75,60,77,71,86,76,70,68,81,89,90,85,80,78,81,65,81,62,77,67,50,77,80,24
L. Torreira,87,25000,167.64,141,74,50,55,83,65,78,66,76,77,81,81,74,83,79,93,78,52,85,66,74,85,87,65,78,84
Malcom,89,31500,172.72,163,79,75,57,82,71,85,77,81,73,85,87,82,92,80,84,85,58,74,64,85,53,26,79,78,21
Pau López,87,21500,187.96,170,24,19,15,38,17,18,23,21,41,16,45,52,40,74,57,21,68,42,52,18,39,16,20,62,19
L. Hernández,88,25500,182.88,168,78,42,83,80,38,65,53,28,63,79,80,84,70,80,67,62,83,82,76,47,86,81,57,76,76
C. Lenglet,88,26000,185.42,179,36,23,78,78,24,60,25,27,69,76,72,73,62,79,60,58,79,73,80,35,80,82,47,74,85
A. Kramarić,83,26000,177.8,161,75,86,69,79,84,87,79,74,53,86,78,72,82,81,82,82,69,76,68,80,73,21,84,79,35
A. Robertson,87,24500,177.8,141,86,57,63,76,32,76,74,30,68,78,81,86,78,81,74,67,59,89,66,60,78,80,66,73,80
Dani García,83,20000,180.34,176,55,51,46,86,52,66,61,57,81,81,53,35,67,72,72,74,65,88,75,58,88,82,60,71,72
F. Bernardeschi,87,29500,185.42,170,82,70,50,82,74,86,82,80,72,87,83,83,85,80,79,82,49,80,63,82,52,66,78,83,65
J. Brandt,88,30500,185.42,185,77,78,42,82,66,87,72,59,69,85,78,84,82,80,78,80,63,73,69,78,42,29,78,69,38
D. Rugani,86,24500,190.5,185,40,33,80,65,35,64,45,25,59,65,56,67,59,78,53,58,81,67,79,39,72,86,28,70,87
Samu Castillejo,86,29000,182.88,148,81,77,43,80,58,85,78,75,77,83,85,86,83,82,78,78,63,55,50,73,48,50,81,71,45
João Cancelo,88,25500,182.88,163,85,58,64,78,62,84,83,69,75,83,91,91,78,82,74,80,73,89,66,66,73,77,78,77,79
A. Romagnoli,89,26500,187.96,172,36,30,76,70,28,65,36,24,69,69,63,69,60,78,53,64,78,75,81,46,84,85,31,76,88
T. Partey,88,25500,185.42,170,58,63,68,85,53,78,62,58,79,81,73,76,72,77,53,79,84,87,81,75,76,79,60,75,80
Fred,84,26500,170.18,141,67,74,55,85,70,79,70,72,80,86,77,79,84,82,87,76,83,87,61,76,73,80,69,82,76
J. Vardy,82,20000,177.8,163,64,85,69,65,82,76,60,57,48,76,89,91,75,88,76,85,76,86,67,67,92,49,85,82,56
A. Belotti,87,30000,180.34,159,42,88,84,68,80,78,64,56,42,75,78,79,79,76,75,81,83,83,84,67,83,31,85,75,55
E. Forsberg,83,26000,177.8,163,84,70,45,85,67,82,81,77,69,87,76,70,81,82,82,73,53,74,62,74,62,43,75,77,35
J. Lingard,83,26500,175.26,137,74,78,64,78,70,83,80,63,66,83,84,82,86,83,86,80,63,87,53,80,73,53,86,84,65
F. Vázquez,82,21500,185.42,181,73,74,68,84,81,86,79,68,78,87,58,62,69,78,39,76,44,61,79,84,78,54,77,80,46
E. Višća,82,22500,172.72,139,80,80,45,78,74,82,74,60,69,82,90,89,93,80,88,79,69,84,58,77,47,49,80,78,55
A. Rüdiger,84,22500,190.5,187,68,27,80,75,34,59,35,56,72,69,67,78,59,82,50,70,73,60,82,41,88,80,33,72,82
A. Florenzi,83,20500,172.72,148,77,70,72,77,87,78,73,79,75,79,86,84,87,80,82,82,74,90,67,82,79,78,82,79,76
H. Maguire,85,23500,193.04,220,44,43,87,77,41,70,38,46,72,76,39,53,52,79,58,68,74,68,89,45,84,78,60,79,81
T. Meunier,83,21000,190.5,198,83,76,75,82,79,75,74,56,74,82,74,81,63,80,49,77,72,92,85,78,73,76,80,78,77
S. Sané,82,18500,195.58,187,57,38,88,73,26,64,33,58,71,70,62,62,60,79,37,77,47,69,88,55,84,83,48,78,78
G. Kondogbia,85,27500,187.96,176,65,69,75,81,59,78,62,56,79,82,69,76,76,84,67,86,83,85,91,80,86,84,78,82,79
Rafinha,87,29500,175.26,157,72,73,55,86,76,87,75,61,76,84,71,70,80,79,80,79,73,67,66,82,44,70,77,80,68
Gabriel Paulista,83,21000,187.96,174,67,42,81,74,48,60,57,46,69,69,71,74,69,80,67,61,83,72,82,50,82,82,51,71,82
Morata,85,28500,187.96,187,73,80,86,78,80,83,76,44,51,82,76,86,66,79,60,80,84,68,78,72,56,24,85,76,37
J. Cillessen,84,18000,185.42,183,17,10,12,47,19,12,10,10,33,32,54,50,48,78,50,35,71,40,67,15,25,25,11,61,18
W. Ben Yedder,82,23500,170.18,150,74,84,74,78,78,84,80,76,66,83,87,83,91,83,87,79,81,69,60,69,55,44,87,84,34
C. Bakambu,83,26000,182.88,161,74,84,71,75,80,80,78,54,66,82,88,88,80,81,72,84,79,79,76,74,72,39,85,80,32
Pablo Sarabia,83,26000,175.26,154,86,78,61,83,64,86,84,74,77,84,75,76,80,77,81,76,40,72,58,77,46,50,79,74,57
W. Zaha,85,28500,180.34,146,81,77,47,75,61,90,57,51,65,87,89,92,88,77,82,78,57,76,75,68,73,23,78,81,22
Luis Alberto,85,28500,182.88,163,76,80,49,88,76,86,86,81,87,88,77,72,79,83,74,77,54,73,67,77,29,28,81,72,44
Jonathan Viera,82,22500,170.18,141,75,78,41,84,65,84,80,76,78,82,86,76,89,81,92,70,88,79,67,79,56,73,72,80,56
Bartra,83,21000,182.88,161,55,55,82,79,43,70,66,45,78,80,75,72,72,82,71,66,89,67,71,62,80,86,61,76,77
S. Coates,83,21000,195.58,203,17,42,80,72,39,64,39,19,70,62,46,64,32,75,30,50,54,81,94,30,83,80,49,74,84
Willian José,83,26500,187.96,205,54,84,84,78,80,79,68,71,50,80,62,65,65,81,43,84,72,73,90,77,65,35,87,75,40
Víctor Ruiz,83,19500,185.42,172,54,37,77,74,39,53,67,46,70,71,55,59,56,78,58,59,78,72,87,38,82,83,39,72,81
T. Delaney,83,21500,182.88,174,67,72,83,79,66,73,71,68,77,77,76,78,73,81,74,78,91,90,79,74,84,85,75,81,80
K. Casteels,85,19500,198.12,190,15,15,14,35,13,14,20,13,37,23,44,46,50,81,43,21,58,44,72,18,33,16,15,40,11
M. Götze,85,27000,175.26,165,78,75,51,87,86,84,81,72,82,90,74,64,86,84,85,68,58,73,68,66,58,65,81,85,63
S. Mustafi,84,22500,182.88,181,53,58,81,77,51,53,55,47,69,70,58,65,63,82,67,66,83,68,78,52,82,82,50,73,80
J. Pastore,82,21500,187.96,172,77,73,61,86,78,87,83,69,83,86,69,69,79,78,63,78,49,62,64,76,65,69,78,80,45
Pedro,82,21000,170.18,143,78,78,55,80,70,84,81,57,71,85,79,74,82,81,80,77,66,70,47,79,56,49,82,77,49
G. Bonaventura,82,22000,180.34,165,82,70,70,84,78,83,78,78,80,85,75,77,77,82,77,84,69,84,66,86,68,72,78,82,74
R. Bürki,85,18500,187.96,187,15,8,17,37,13,12,13,12,24,23,44,54,49,79,52,22,74,36,74,14,35,18,10,58,11
S. Nzonzi,82,17000,195.58,165,59,64,79,79,55,72,73,42,77,81,44,55,36,81,31,79,75,86,92,66,87,84,70,85,81
A. Ramsey,83,25000,182.88,168,75,74,58,84,79,81,70,66,80,82,64,69,73,81,74,81,66,89,67,74,73,69,84,81,66
K. Trippier,82,18500,177.8,159,91,48,73,79,54,75,87,83,78,80,76,75,74,81,74,75,73,88,65,70,70,79,75,73,77
A. Kolarov,82,12500,187.96,183,91,55,80,77,64,79,85,86,77,76,73,70,63,84,58,91,80,84,77,83,85,81,75,88,81
G. Sigurðsson,82,22500,185.42,181,86,77,60,84,75,80,87,86,80,85,58,55,68,78,63,83,68,86,68,86,57,55,79,84,57
M. Arnautović,82,22000,193.04,183,80,78,74,78,79,84,79,72,74,85,79,83,70,78,66,84,67,78,84,75,84,44,83,81,43
N. Gaitán,82,21000,172.72,146,80,71,54,81,81,84,88,72,75,83,84,79,87,82,81,72,81,69,46,73,57,40,77,80,35
J. Henderson,82,18000,182.88,176,81,67,65,84,72,73,80,74,84,80,67,66,70,80,70,77,79,91,72,71,77,80,75,78,77
M. Kruse,82,21500,180.34,168,81,83,63,84,80,82,80,69,80,85,69,67,74,85,76,81,65,71,72,79,63,41,85,86,57
M. Parolo,82,9000,182.88,165,70,70,75,80,76,75,67,55,83,79,68,69,67,82,71,87,77,88,77,86,80,80,82,78,78
L. Fejsa,82,17000,182.88,176,50,49,73,78,53,68,43,57,74,72,52,55,57,78,58,73,73,90,78,62,91,85,50,75,82
A. Rami,82,12500,190.5,198,36,45,77,66,45,56,43,55,68,68,52,67,54,75,54,77,76,84,91,58,83,83,24,77,81
G. Wijnaldum,82,23000,175.26,152,67,70,72,84,73,84,76,70,76,84,77,76,80,82,81,76,80,85,72,71,64,76,79,82,74
F. Fazio,82,15000,195.58,187,44,41,89,64,35,48,46,37,62,72,36,43,29,84,32,63,41,74,91,26,84,85,32,86,85
O. Giroud,82,20000,193.04,203,64,83,90,79,82,70,70,65,58,83,43,50,57,83,54,85,84,62,88,74,76,42,83,78,37
Marcano,82,15000,187.96,170,49,43,83,76,34,54,39,37,67,67,67,69,58,78,56,65,91,78,77,42,82,82,30,72,85
A. Guardado,82,19000,170.18,148,73,60,55,85,69,80,78,81,83,84,74,73,81,82,88,74,74,84,57,72,72,73,70,76,75
E. Garay,82,15000,187.96,198,62,58,80,69,49,60,55,74,72,73,34,36,54,76,34,80,76,62,88,64,77,83,42,78,82
Jardel,82,12500,193.04,192,46,38,85,68,27,52,30,35,53,60,50,63,35,77,34,58,77,68,89,37,83,82,30,71,85
S. Sirigu,82,13500,193.04,176,13,10,11,23,12,15,11,11,28,18,50,51,52,75,55,20,68,34,66,14,34,20,10,62,14
L. Koscielny,82,12500,185.42,165,52,32,80,76,35,62,22,49,69,66,64,66,65,76,61,54,78,62,75,47,86,84,41,75,80
A. Consigli,82,13500,187.96,181,10,10,10,31,19,10,15,15,27,23,48,34,57,75,40,24,80,31,51,19,11,15,10,63,10
L. Biglia,82,12500,177.8,139,74,50,54,86,78,80,71,76,82,84,65,65,76,80,78,77,62,75,65,75,83,82,50,80,80
Dani Alves,82,4800,172.72,150,85,61,72,81,68,84,80,74,79,86,77,79,84,77,87,86,80,74,55,78,78,79,74,80,72
Aduriz,82,8000,182.88,172,54,83,92,72,80,76,61,54,52,82,64,66,50,85,55,82,90,60,82,78,82,23,87,87,58
P. Čech,82,3000,195.58,198,19,12,19,35,17,12,13,19,33,22,35,38,46,77,34,21,50,32,63,11,17,23,13,63,12
M. Rashford,89,27000,185.42,154,75,78,71,75,72,83,77,78,65,80,90,93,88,79,77,87,68,79,71,77,70,42,81,73,32
Laure Santeiro,81,17000,170.18,139,73,72,44,79,67,82,56,75,80,82,86,78,89,80,88,67,44,67,48,75,41,31,82,77,29
L. Bailey,89,26500,177.8,174,77,75,57,75,75,86,77,73,66,82,94,90,86,80,84,79,86,76,59,77,58,21,80,75,45
M. Akanji,87,21000,187.96,187,51,36,75,78,40,67,42,27,76,75,72,86,69,81,66,58,78,76,84,45,75,79,33,76,82
F. de Jong,89,26000,180.34,154,75,52,64,87,64,86,74,61,82,88,74,76,84,83,78,68,76,74,69,55,62,78,63,86,69
Nélson Semedo,86,20000,177.8,148,74,50,58,73,42,80,61,30,65,78,91,92,88,82,83,74,80,91,62,60,77,80,72,75,75
Pablo Fornals,86,24000,177.8,148,74,77,50,84,70,81,63,60,80,81,71,66,79,76,76,75,59,77,67,80,69,74,77,71,72
Fabián,89,26000,187.96,154,72,79,67,80,65,81,74,59,80,83,69,67,73,79,66,75,46,73,69,82,66,77,80,77,70
E. Bailly,87,21000,185.42,170,51,33,79,70,42,60,46,43,56,65,68,79,65,74,62,55,85,72,85,48,87,81,47,70,80
Dani Ceballos,88,25000,177.8,154,74,68,41,83,62,85,73,63,80,85,73,67,82,80,79,64,52,75,62,71,76,76,76,80,62
H. Lozano,86,24000,175.26,154,75,77,60,74,75,84,72,65,67,80,94,93,91,77,76,76,75,80,59,76,64,45,77,77,45
Morales,81,17000,180.34,154,79,80,54,75,64,87,82,72,68,83,88,88,78,75,80,76,62,82,60,80,58,59,77,83,63
J. Seri,82,20500,170.18,161,72,69,60,86,47,78,81,81,84,84,75,70,82,75,88,78,69,75,63,76,73,74,73,83,69
M. Politano,84,22500,170.18,148,79,74,40,78,73,84,77,75,74,83,85,84,90,79,82,78,50,79,45,82,63,38,77,79,63
M. Brozović,84,18500,180.34,150,72,69,62,83,65,81,79,74,83,83,69,70,74,77,74,80,68,84,66,81,79,81,69,78,75
Williams,87,24500,185.42,174,78,77,70,79,68,82,49,53,66,81,92,94,80,78,55,85,86,75,85,78,66,21,76,71,52
A. Correa,87,24500,170.18,150,74,82,67,73,79,87,82,65,65,87,87,82,87,82,83,80,50,74,63,83,41,48,82,74,58
A. Christensen,88,21500,187.96,179,49,36,80,77,25,68,32,22,72,74,66,70,61,80,61,31,72,69,73,20,73,82,32,77,80
João Mário,84,22500,177.8,161,77,64,55,83,69,83,74,67,78,83,73,69,81,73,77,76,64,79,68,72,60,72,77,82,57
T. Strakosha,86,17000,193.04,172,18,18,11,26,11,14,14,12,22,15,41,46,31,74,47,18,49,23,56,14,20,24,18,61,20
E. Hysaj,86,20000,182.88,154,78,47,66,77,40,75,40,30,70,77,79,82,76,79,69,68,69,87,69,43,79,80,63,76,80
P. Zieliński,88,24500,180.34,165,77,65,52,82,70,84,80,65,79,85,82,84,79,76,76,76,54,72,54,80,56,75,77,75,69
Ricardo Pereira,85,19000,175.26,154,81,61,64,80,56,83,78,45,78,79,88,87,82,81,77,67,74,84,60,62,75,79,75,81,76
R. Guerreiro,86,24000,170.18,157,85,75,52,84,78,83,84,82,75,84,82,68,88,83,86,79,63,72,49,82,69,84,77,75,67
A. Doucouré,85,19500,182.88,168,68,73,66,82,68,78,41,42,74,80,63,70,60,74,69,84,72,93,81,75,78,82,73,74,79
C. Bacca,81,16000,180.34,170,60,84,75,68,78,80,69,58,55,80,73,75,73,80,77,80,74,66,74,60,58,34,90,78,40
A. Plea,83,22000,180.34,174,78,82,73,76,81,78,78,74,68,79,78,77,79,81,78,83,75,82,77,81,63,39,83,76,29
B. Davies,84,18500,182.88,168,83,58,69,79,48,76,72,48,70,79,76,74,70,78,68,65,73,85,69,52,76,79,71,74,78
M. Nastasić,84,18500,187.96,183,46,30,78,73,32,43,72,68,69,65,65,77,65,80,59,44,81,62,78,22,78,78,30,80,83
A. Milik,88,25500,185.42,172,58,88,78,63,76,74,71,74,62,78,69,74,68,75,63,85,62,73,78,82,67,36,81,72,35
M. Sabitzer,84,22500,177.8,170,70,79,56,79,78,79,74,63,67,81,83,77,75,85,79,86,75,84,76,81,70,55,81,75,58
B. Mendy,86,20000,185.42,187,87,33,65,80,31,80,80,34,69,79,77,86,68,80,70,79,71,81,81,65,75,79,77,79,78
C. Kramer,82,17000,190.5,168,61,45,58,80,49,71,54,51,72,81,52,52,66,85,54,53,51,93,69,40,78,81,70,78,80
S. Vrsaljko,84,18000,180.34,168,82,44,73,77,53,74,70,57,70,79,82,79,67,77,72,75,85,90,73,58,75,79,65,67,77
T. Hazard,83,21500,175.26,152,77,69,38,81,80,85,83,79,72,83,86,77,91,81,83,78,63,77,62,77,57,41,81,76,30
K. Bellarabi,81,18000,182.88,179,76,72,48,78,72,87,70,58,58,83,90,91,86,81,78,85,75,73,68,77,59,38,76,77,31
S. Zaza,82,21000,185.42,185,52,80,79,71,81,77,71,56,45,79,79,79,76,78,69,85,89,76,88,72,87,40,83,72,54
F. Ghoulam,82,16500,182.88,176,85,54,70,79,52,79,77,68,74,80,71,82,72,79,62,80,73,88,68,69,74,76,69,75,79
B. Lecomte,84,15000,185.42,172,13,11,10,17,10,11,20,19,21,23,44,40,36,78,25,18,62,34,55,10,23,24,10,63,17
J. Iličić,81,17000,190.5,174,78,78,58,82,80,83,77,84,74,87,67,70,70,80,56,87,33,64,74,87,58,46,80,80,53
K. Volland,83,22000,177.8,187,78,81,67,81,77,79,79,76,67,81,78,77,73,82,84,85,78,88,82,81,78,45,81,80,22
Paco Alcácer,85,23500,175.26,159,53,85,77,76,84,78,78,63,51,81,82,80,83,84,84,80,75,65,64,68,59,26,86,82,50
Vitolo,81,18000,185.42,174,78,77,65,79,75,84,76,62,80,83,78,77,74,80,63,77,70,80,81,73,61,25,80,70,68
G. Xhaka,84,22000,185.42,181,71,49,62,85,50,70,73,77,85,80,47,49,49,77,61,88,32,80,75,80,92,71,77,74,68
D. Tadić,81,17500,180.34,168,83,74,63,81,73,85,83,76,77,86,69,68,82,78,80,69,64,69,62,65,56,31,75,82,46
C. Aránguiz,81,17000,170.18,154,78,64,53,84,68,75,75,76,83,82,76,65,80,76,85,80,61,87,63,75,80,74,75,76,74
S. Verdi,81,19500,170.18,134,82,67,42,82,74,84,84,84,76,86,88,86,92,78,90,81,51,75,48,77,48,36,76,78,55
D. Lovren,82,16000,187.96,185,59,33,80,69,42,63,26,18,66,67,54,55,50,75,41,63,81,68,82,34,87,81,21,70,77
G. Medel,81,13000,170.18,143,50,31,68,79,58,63,35,45,78,71,72,70,78,80,92,65,89,84,83,59,89,84,58,78,80
X. Shaqiri,81,19000,170.18,159,78,71,45,81,76,86,88,84,80,84,84,77,84,80,91,87,52,75,73,84,61,55,74,82,35
J. Corona,83,21500,172.72,137,73,76,67,76,75,91,85,67,68,84,87,79,90,82,87,66,72,74,39,67,45,45,80,85,52
A. Areola,85,16500,195.58,207,20,19,14,41,16,12,16,16,32,22,54,52,53,77,58,25,59,28,80,14,26,23,17,64,11
K. Vogt,82,17500,193.04,187,60,50,79,79,51,67,50,62,83,71,66,82,59,78,47,78,54,74,85,57,81,82,55,78,82
Ander Herrera,81,17500,182.88,154,74,71,58,83,65,77,80,65,79,82,75,68,79,82,78,75,61,87,67,69,86,86,78,84,78
E. Salvio,81,18500,172.72,170,78,77,73,75,72,85,79,64,72,84,89,87,83,80,76,80,87,85,63,76,69,60,83,81,49
S. El Shaarawy,82,21000,177.8,159,74,78,51,74,79,84,83,63,57,86,86,87,85,72,81,74,60,68,54,74,54,36,78,72,59
C. Smalling,82,16000,193.04,179,52,54,82,63,49,59,49,22,63,58,61,74,55,75,45,42,76,71,87,35,83,81,48,67,81
Hulk,81,15500,180.34,187,76,81,69,78,73,82,78,81,72,79,81,80,69,82,59,94,69,86,92,90,83,48,82,75,50
S. Kagawa,81,17500,175.26,150,65,76,48,83,76,86,74,63,72,83,74,60,87,81,88,54,65,82,39,55,30,59,80,83,56
M. Lanzini,85,23000,167.64,130,74,70,56,80,61,87,76,76,78,86,84,78,86,73,89,75,75,73,39,76,48,27,73,77,27
L. Stindl,81,18000,180.34,176,76,79,64,85,86,78,79,69,69,83,74,67,70,84,78,81,73,78,69,83,74,60,84,83,59
O. Toprak,82,16000,185.42,183,49,28,80,75,47,63,44,33,70,71,71,83,64,81,61,62,80,67,78,29,70,78,35,78,82
D. Perotti,81,17500,177.8,154,79,66,57,81,60,88,72,64,69,88,86,76,83,80,78,73,64,73,60,71,51,36,78,81,58
F. Muslera,81,10000,190.5,163,15,10,12,44,10,25,14,10,47,23,60,62,68,76,62,25,84,45,68,10,32,23,13,53,12
S. Kjær,81,14000,187.96,185,54,55,82,73,37,46,52,69,69,71,56,65,40,73,58,78,70,76,80,41,75,79,31,69,83
S. Bender,81,14000,185.42,176,43,39,75,74,54,58,33,30,69,60,65,72,63,78,61,73,73,83,77,62,82,82,49,81,83
M. Valbuena,81,11000,167.64,139,82,74,48,82,76,83,82,77,77,82,81,79,86,77,92,75,60,73,37,79,52,34,76,64,38
Pedro León,81,15500,182.88,161,91,76,36,83,68,84,87,85,85,85,63,63,68,76,73,84,39,65,63,80,55,43,79,71,50
K. Boateng,81,15000,185.42,190,75,78,74,82,83,79,81,71,78,84,67,65,77,79,68,84,76,68,78,78,83,71,79,82,59
L. Piszczek,81,7000,182.88,174,82,65,74,76,64,72,80,47,69,76,74,83,66,81,66,78,77,77,78,69,83,83,73,82,81
A. Candreva,81,15500,180.34,154,83,73,55,78,75,82,74,71,73,83,77,78,74,78,76,87,35,86,69,82,66,67,79,73,61
D. Wass,81,17000,180.34,163,78,74,67,82,71,80,83,85,79,81,74,76,79,80,63,86,59,90,70,77,62,75,73,73,70
E. Lamela,82,21000,182.88,176,78,74,69,83,77,86,83,80,73,84,76,74,75,78,74,81,63,78,68,82,84,45,79,78,48
D. Rose,81,14500,175.26,168,82,57,62,76,64,80,64,57,66,77,79,78,69,82,76,68,75,78,72,67,87,81,68,75,77
Renato Augusto,81,16500,185.42,190,75,65,57,81,77,82,80,75,81,81,66,67,66,81,66,81,49,81,76,81,58,72,75,68,75
A. Valencia,81,10000,180.34,183,79,60,62,81,64,80,70,66,72,81,82,85,72,82,78,85,69,79,79,66,80,82,73,82,77
L. Fabiański,81,9000,190.5,183,14,13,11,20,17,14,18,12,32,22,50,47,52,71,44,14,68,25,65,20,43,16,15,63,14
João Moutinho,81,15000,170.18,134,77,74,70,83,76,79,82,79,81,82,66,59,76,75,84,76,77,78,63,80,74,72,74,86,68
Borja Valero,81,11000,175.26,161,78,67,60,89,70,85,78,76,85,88,55,52,74,81,80,72,67,69,66,70,52,70,70,83,65
F. Quagliarella,81,8000,180.34,174,66,84,68,76,87,76,78,78,73,81,73,67,71,81,75,87,69,66,76,89,44,26,84,81,35
B. Gomis,81,14000,182.88,170,61,84,82,75,79,78,61,62,46,79,69,70,59,78,58,84,74,68,83,75,52,38,79,82,22
H. Herrera,81,17500,182.88,159,63,68,59,78,59,76,67,63,75,78,71,73,66,78,70,81,66,94,73,78,83,81,81,75,83
Raffael,81,11000,175.26,152,78,78,63,83,83,87,79,77,76,85,74,66,83,82,83,77,70,62,62,74,66,45,82,79,43
Nani,81,15500,177.8,150,80,70,61,79,75,87,86,79,77,86,77,74,92,77,77,85,37,74,62,83,61,31,74,82,53
J. Milner,81,13500,175.26,154,86,62,66,84,76,76,81,75,81,79,63,62,69,84,73,82,62,91,71,70,82,79,72,86,74
J. Mathieu,81,5500,187.96,185,79,52,80,73,61,65,82,75,77,62,68,74,52,74,43,80,65,78,89,74,72,82,58,76,86
Joaquín,81,6000,177.8,165,86,80,59,82,68,85,86,77,83,83,69,65,72,80,72,74,33,54,64,76,53,35,81,80,41
M. Gómez,85,20500,185.42,185,56,85,81,76,76,76,68,53,58,77,61,65,45,77,53,79,73,71,80,76,65,21,83,65,35
K. Havertz,89,22000,187.96,183,69,72,65,82,71,81,65,53,73,83,77,86,78,78,71,66,69,73,61,66,40,32,78,80,28
T. Ndombele,89,22500,180.34,168,67,59,56,82,59,86,67,63,79,84,84,76,83,79,83,80,63,78,78,70,81,73,70,84,69
H. Aouar,90,23500,175.26,154,68,72,54,84,68,84,78,59,78,82,79,79,81,78,81,61,61,79,61,67,69,66,73,82,64
Carlos Soler,87,21000,180.34,168,80,74,56,84,66,79,69,82,79,82,75,77,75,80,70,77,59,78,65,73,49,68,77,76,60
Odriozola,88,18500,175.26,146,81,45,73,77,48,69,69,30,70,77,80,82,78,77,79,58,71,80,63,59,63,75,68,69,83
